ITA Abnormal pressure,ITA Device Abnormal,ITA Run Abnormal,ITA UTC,ITA sqNum,ITA stNum,ITA synchronization exception,ITA time interval,ITS Blocking reclosing,ITS BreakA,ITS BreakB,ITS BreakC,ITS Breaker TP Position,ITS TEST,ITS Timestamp,ITS UTC,ITS sqNum,ITS stNum,ITS time interval,LPD Blocking protection,LPD BreakA,LPD BreakB,LPD BreakC,LPD TEST,LPD UTC,LPD sqNum,LPD stNum,LPD time interval,Type of attack,Whether attacked
0,0,0,1567390411,2963,10,0,1567405206,0,0,0,0,0,0,1567405203,1567404999,45,90,1567405203,1,0,0,0,0,1567404999,46,31,1567405208,11,2
0,0,0,1567390411,2965,10,0,10,0,0,0,0,0,0,1567405213,1567404999,47,90,10,1,0,0,0,0,1567404999,48,31,10,11,2
0,0,0,1567390411,2967,10,0,10,0,0,0,0,0,0,1567405223,1567404999,49,90,10,1,0,0,0,0,1567404999,50,31,10,11,2
0,0,0,1567390411,2969,10,0,10,0,0,0,0,0,0,1567405233,1567404999,51,90,10,1,0,0,0,0,1567404999,52,31,10,11,2
0,0,0,1567390411,2970,10,0,5,0,1,1,1,0,0,1567405239,1567405234,5,95,6,1,0,0,0,0,1567404999,53,31,5,11,2
0,0,0,1567390411,2971,10,0,5,0,1,1,1,0,0,1567405244,1567405234,6,95,5,1,0,0,0,0,1567404999,54,31,5,11,2
0,0,0,1567390411,2972,10,0,5,0,1,1,1,0,0,1567405249,1567405234,7,95,5,1,0,0,0,0,1567404999,55,31,5,11,2
0,0,0,1567390411,2973,10,0,5,0,1,1,1,0,0,1567405254,1567405234,8,95,5,1,0,0,0,0,1567404999,56,31,5,11,2
0,0,0,1567390411,2974,10,0,5,0,1,1,1,0,0,1567405259,1567405234,9,95,5,1,0,0,0,0,1567404999,57,31,5,11,2
0,0,0,1567390411,2975,10,0,5,0,0,1,1,0,0,1567405264,1567405264,0,96,5,1,0,0,0,0,1567405264,5,33,6,11,2
0,0,0,1567390411,2977,10,0,10,0,0,0,0,0,0,1567405274,1567405264,6,100,10,1,0,0,0,0,1567405264,7,33,10,11,2
0,0,0,1567390411,2979,10,0,10,0,0,0,0,0,0,1567405284,1567405264,8,100,10,1,0,0,0,0,1567405264,9,33,10,11,2
0,0,0,1567390411,2981,10,0,10,0,0,0,0,0,0,1567405294,1567405264,10,100,10,1,0,0,0,0,1567405264,11,33,10,11,2
0,0,0,1567390411,2983,10,0,10,0,0,0,0,0,0,1567405304,1567405264,12,100,10,1,0,0,0,0,1567405264,13,33,10,11,2
